#the number of emitters: 29213
#amplitude(photoelectrons), x0(pixels), y0(pixels), simga_x(pixels), sigma_y(pixels), background(photoelectrons), z_position(pixels), quality, CNR, localization_precision_x(pixels), localization_precision_y(pixels), localization_precision_z(pixels), correlation_coefficient, frame
5.231175 299.294315 295.635423 1.118097 1.118097 5.305169 0.000000 1.437145 3.076489 0.588002 0.588002 0.000000 0.458861 5
4.851152 150.166133 331.641626 1.118097 1.118097 5.763680 0.000000 1.686444 3.771004 0.651751 0.651751 0.000000 0.415471 5
8.876025 65.102460 369.593598 1.118097 1.118097 6.243674 0.000000 2.978859 6.660932 0.391227 0.391227 0.000000 0.634039 5
10.183295 431.159695 438.882367 1.118097 1.118097 6.159908 0.000000 2.924202 6.538713 0.345533 0.345533 0.000000 0.646871 5
5.046586 309.190165 455.973787 1.118097 1.118097 5.060695 0.000000 1.624845 3.392347 0.595932 0.595932 0.000000 0.384409 5
7.574162 145.001557 462.445978 1.118097 1.118097 6.188995 0.000000 2.398140 5.307957 0.448453 0.448453 0.000000 0.580860 5
5.568049 309.274500 455.954431 1.118097 1.118097 4.824108 0.000000 1.492634 3.030857 0.535152 0.535152 0.000000 0.428229 5
9.400361 498.011504 6.414659 1.118097 1.118097 5.964625 0.000000 2.444930 5.467029 0.365923 0.365923 0.000000 0.640438 6
4.327169 498.829051 15.684377 1.118097 1.118097 6.156272 0.000000 1.660532 3.713064 0.744818 0.744818 0.000000 0.412868 6
7.830547 146.439889 75.032399 1.118097 1.118097 5.466935 0.000000 1.723542 3.814825 0.415352 0.415352 0.000000 0.655687 6
5.233634 452.670636 169.100742 1.118097 1.118097 5.393889 0.000000 1.635356 3.458357 0.591730 0.591730 0.000000 0.448912 6
8.504635 187.384862 177.320025 1.118097 1.118097 6.398347 0.000000 1.470234 3.147322 0.409966 0.409966 0.000000 0.619963 6
8.973782 187.387332 177.481713 1.118097 1.118097 6.328702 0.000000 2.578955 5.708166 0.389466 0.389466 0.000000 0.642487 6
6.065835 188.523168 177.080370 1.118097 1.118097 6.003879 0.000000 1.416925 3.033205 0.540698 0.540698 0.000000 0.479127 6
6.392863 7.674587 219.189553 1.118097 1.118097 5.891825 0.000000 1.710163 3.745153 0.511814 0.511814 0.000000 0.519202 6
6.229163 405.592808 222.664279 1.118097 1.118097 5.582554 0.000000 1.495039 3.274044 0.512761 0.512761 0.000000 0.509544 6
9.516655 316.898750 306.765413 1.118097 1.118097 5.603327 0.000000 2.729816 6.104054 0.353983 0.353983 0.000000 0.628590 6
6.761341 65.512509 370.201118 1.118097 1.118097 5.618126 0.000000 2.016842 4.464005 0.477749 0.477749 0.000000 0.581941 6
3.871733 423.480720 434.213844 1.118097 1.118097 5.784706 0.000000 1.418710 3.037026 0.804189 0.804189 0.000000 0.301915 6
15.279906 427.779090 433.562098 1.118097 1.118097 5.935212 0.000000 4.088189 8.853941 0.242995 0.242995 0.000000 0.790506 6
9.098689 145.657679 462.901210 1.118097 1.118097 5.730205 0.000000 2.783786 6.096321 0.370927 0.370927 0.000000 0.623816 6
5.179708 499.674094 14.561908 1.118097 1.118097 5.480102 0.000000 1.387939 3.072013 0.601204 0.601204 0.000000 0.475174 7
4.167081 391.616294 53.514246 1.118097 1.118097 4.708079 0.000000 1.447903 3.099518 0.688659 0.688659 0.000000 0.388604 7
8.055746 187.430881 177.003606 1.118097 1.118097 5.973015 0.000000 2.143231 4.641675 0.418906 0.418906 0.000000 0.577866 7
8.222100 187.432420 176.994412 1.118097 1.118097 5.898135 0.000000 1.870621 4.051273 0.409492 0.409492 0.000000 0.582639 7
6.888488 244.490376 207.336003 1.118097 1.118097 5.272177 0.000000 1.547534 3.312799 0.458524 0.458524 0.000000 0.623959 7
5.954773 8.968461 218.916908 1.118097 1.118097 6.143916 0.000000 1.568833 3.275406 0.554995 0.554995 0.000000 0.373301 7
6.111855 7.314405 221.226303 1.118097 1.118097 7.079782 0.000000 2.190602 4.797284 0.574553 0.574553 0.000000 0.429417 7
6.611441 447.933510 231.615822 1.118097 1.118097 4.821181 0.000000 1.595382 3.415226 0.459494 0.459494 0.000000 0.583396 7
9.010500 317.094670 307.070700 1.118097 1.118097 5.555611 0.000000 2.431038 5.380772 0.369877 0.369877 0.000000 0.629478 7
5.514778 64.567868 370.012688 1.118097 1.118097 5.831532 0.000000 1.827661 3.958232 0.582528 0.582528 0.000000 0.475975 7
9.187974 427.255539 434.043134 1.118097 1.118097 5.754125 0.000000 2.477534 5.483684 0.368369 0.368369 0.000000 0.582380 7
14.009364 145.120490 462.627186 1.118097 1.118097 6.004917 0.000000 3.717474 8.312525 0.261838 0.261838 0.000000 0.818903 7
4.383190 497.535459 6.759476 1.118097 1.118097 6.142547 0.000000 1.460956 3.266797 0.735268 0.735268 0.000000 0.411619 8
4.472703 497.521044 6.762753 1.118097 1.118097 6.102658 0.000000 1.561085 3.215471 0.719602 0.719602 0.000000 0.389987 8
4.911550 139.890739 120.940327 1.118097 1.118097 5.268739 0.000000 1.450583 3.105255 0.620906 0.620906 0.000000 0.407829 8
6.927325 146.949635 127.326146 1.118097 1.118097 5.792074 0.000000 1.811639 3.878166 0.473141 0.473141 0.000000 0.606674 8
4.812228 356.011821 135.348997 1.118097 1.118097 5.373202 0.000000 1.639428 3.466967 0.637716 0.637716 0.000000 0.457226 8
4.579239 190.949447 175.478864 1.118097 1.118097 6.648708 0.000000 1.924716 4.260097 0.730384 0.730384 0.000000 0.338239 8
3.819551 452.655532 169.013780 1.118097 1.118097 5.051731 0.000000 1.439394 3.117349 0.768449 0.768449 0.000000 0.359188 8
4.837707 187.240896 177.629908 1.118097 1.118097 6.308049 0.000000 1.675582 3.586910 0.678708 0.678708 0.000000 0.401018 8
7.735569 317.643885 306.398017 1.118097 1.118097 5.201283 0.000000 1.973552 4.007383 0.412080 0.412080 0.000000 0.537133 8
8.272842 64.328453 370.584099 1.118097 1.118097 5.636711 0.000000 1.957540 4.032076 0.400439 0.400439 0.000000 0.564692 8
5.834454 426.915888 434.030342 1.118097 1.118097 6.038994 0.000000 2.146824 4.751702 0.561417 0.561417 0.000000 0.452334 8
4.674306 422.989954 434.916080 1.118097 1.118097 5.720163 0.000000 1.559140 3.486344 0.672232 0.672232 0.000000 0.422012 8
6.244381 156.101771 466.954668 1.118097 1.118097 6.314429 0.000000 1.981039 4.290408 0.537557 0.537557 0.000000 0.494333 8
6.276384 497.573349 6.959348 1.118097 1.118097 5.821259 0.000000 1.874949 4.013695 0.517849 0.517849 0.000000 0.510816 9
4.804355 148.395168 76.359546 1.118097 1.118097 5.794742 0.000000 1.470411 3.028704 0.659057 0.659057 0.000000 0.394868 9
13.370809 204.277454 133.307474 1.118097 1.118097 6.086426 0.000000 3.458584 7.733629 0.273334 0.273334 0.000000 0.805199 9
6.866629 186.545140 177.268910 1.118097 1.118097 6.091261 0.000000 1.946779 4.308930 0.486408 0.486408 0.000000 0.509285 9
5.171597 452.201985 170.597345 1.118097 1.118097 5.026911 0.000000 1.750602 3.702073 0.581318 0.581318 0.000000 0.443694 9
6.562110 6.400782 218.624147 1.118097 1.118097 6.019910 0.000000 1.673058 3.663895 0.504241 0.504241 0.000000 0.522382 9
8.097056 423.345729 267.113601 1.118097 1.118097 5.206317 0.000000 2.017512 4.465487 0.396194 0.396194 0.000000 0.626121 9
4.111203 458.270973 273.213628 1.118097 1.118097 4.699751 0.000000 1.417637 3.104538 0.696702 0.696702 0.000000 0.422779 9
8.079605 316.911612 307.168457 1.118097 1.118097 5.483147 0.000000 2.207909 4.886906 0.404599 0.404599 0.000000 0.618796 9
8.495489 65.802304 370.430577 1.118097 1.118097 5.383619 0.000000 2.228393 4.652433 0.384739 0.384739 0.000000 0.598442 9
8.157429 65.808434 370.439777 1.118097 1.118097 5.555380 0.000000 1.876221 4.063401 0.403189 0.403189 0.000000 0.560887 9
10.915795 427.396863 434.075380 1.118097 1.118097 6.179006 0.000000 3.138437 6.946502 0.325924 0.325924 0.000000 0.704145 9
6.264342 307.465583 455.192730 1.118097 1.118097 4.507655 0.000000 1.422377 3.007962 0.469684 0.469684 0.000000 0.620495 9
13.171792 145.966566 463.098768 1.118097 1.118097 5.871430 0.000000 2.809761 6.219022 0.273499 0.273499 0.000000 0.785294 9
4.988662 156.501637 466.663253 1.118097 1.118097 5.841010 0.000000 1.494456 3.236599 0.638797 0.638797 0.000000 0.454804 9
7.003582 497.816121 6.091034 1.118097 1.118097 6.389431 0.000000 2.142317 4.741727 0.487016 0.487016 0.000000 0.492899 10
7.853560 497.820473 6.098474 1.118097 1.118097 5.960699 0.000000 1.696959 3.632672 0.428056 0.428056 0.000000 0.568235 10
3.733972 146.552710 76.098615 1.118097 1.118097 6.098229 0.000000 1.402034 3.070369 0.851200 0.851200 0.000000 0.318709 10
9.871720 204.536769 132.883063 1.118097 1.118097 6.263634 0.000000 3.051642 6.682909 0.357079 0.357079 0.000000 0.640848 10
3.522043 452.784112 169.282019 1.118097 1.118097 5.551745 0.000000 1.367242 3.057245 0.862983 0.862983 0.000000 0.367841 10
6.530474 16.084164 219.831538 1.118097 1.118097 6.060146 0.000000 1.799717 3.983428 0.507783 0.507783 0.000000 0.569846 10
5.936893 405.506634 222.180885 1.118097 1.118097 5.492875 0.000000 1.719151 3.805106 0.531928 0.531928 0.000000 0.527993 10
6.284890 423.801939 265.953597 1.118097 1.118097 5.234687 0.000000 1.594006 3.452198 0.495987 0.495987 0.000000 0.525777 10
6.499615 317.810373 306.922642 1.118097 1.118097 5.693406 0.000000 2.371098 5.248102 0.497467 0.497467 0.000000 0.481494 10
8.566683 426.720493 433.789561 1.118097 1.118097 5.987598 0.000000 2.565028 5.735576 0.397273 0.397273 0.000000 0.571668 10
4.273233 308.792585 455.797925 1.118097 1.118097 4.807555 0.000000 1.441246 3.121359 0.678857 0.678857 0.000000 0.395716 10
14.696490 145.134979 463.173868 1.118097 1.118097 6.090547 0.000000 3.664432 8.110721 0.252888 0.252888 0.000000 0.814701 10
6.751311 497.851318 6.172819 1.118097 1.118097 5.946379 0.000000 2.424545 5.366399 0.489163 0.489163 0.000000 0.525439 11
7.050101 203.925453 133.281767 1.118097 1.118097 6.242181 0.000000 2.291991 4.785214 0.479677 0.479677 0.000000 0.514528 11
5.520234 451.989234 169.063420 1.118097 1.118097 5.020222 0.000000 1.655913 3.362403 0.547869 0.547869 0.000000 0.511984 11
5.116019 442.866223 199.354042 1.118097 1.118097 5.078872 0.000000 1.490367 3.151742 0.589464 0.589464 0.000000 0.495351 11
4.887565 71.422331 225.637945 1.118097 1.118097 5.361108 0.000000 1.520697 3.330233 0.628155 0.628155 0.000000 0.480542 11
6.519682 270.508017 311.539953 1.118097 1.118097 5.040720 0.000000 1.747524 3.740916 0.473148 0.473148 0.000000 0.523190 11
9.647494 316.667074 306.767287 1.118097 1.118097 5.567073 0.000000 3.127385 6.922040 0.349058 0.349058 0.000000 0.602478 11
8.794765 65.193365 370.657819 1.118097 1.118097 5.717206 0.000000 2.582931 5.656460 0.381684 0.381684 0.000000 0.663507 11
8.680225 427.407656 433.407075 1.118097 1.118097 6.034001 0.000000 2.859643 6.394355 0.393862 0.393862 0.000000 0.598176 11
6.202476 308.752842 454.809904 1.118097 1.118097 4.724959 0.000000 1.551300 3.238800 0.482351 0.482351 0.000000 0.521139 11
7.168182 145.797341 462.672184 1.118097 1.118097 5.820711 0.000000 1.873917 4.058411 0.459859 0.459859 0.000000 0.553349 11
5.339538 156.303602 467.127778 1.118097 1.118097 5.749098 0.000000 1.644131 3.600545 0.596408 0.596408 0.000000 0.524747 11
6.409149 497.171482 6.113617 1.118097 1.118097 6.019397 0.000000 2.063142 4.518154 0.515032 0.515032 0.000000 0.473904 12
5.932927 497.036956 6.236497 1.118097 1.118097 6.316458 0.000000 1.676384 3.452960 0.563189 0.563189 0.000000 0.464381 12
6.299081 146.390311 74.419245 1.118097 1.118097 5.835332 0.000000 1.767463 3.870635 0.516669 0.516669 0.000000 0.530771 12
4.477386 359.111732 134.628609 1.118097 1.118097 5.584586 0.000000 1.595683 3.455830 0.692378 0.692378 0.000000 0.343047 12
5.953713 451.709229 170.073053 1.118097 1.118097 5.017657 0.000000 1.735720 3.881188 0.511948 0.511948 0.000000 0.509533 12
6.533327 10.292957 218.568328 1.118097 1.118097 6.823514 0.000000 1.651729 3.535847 0.532493 0.532493 0.000000 0.537930 12
7.392159 10.319778 218.577199 1.118097 1.118097 6.409464 0.000000 1.492766 3.156816 0.464596 0.464596 0.000000 0.585210 12
3.701144 45.107715 217.960727 1.118097 1.118097 6.015343 0.000000 1.471423 3.149869 0.853154 0.853154 0.000000 0.323760 12
6.360705 10.315823 218.566994 1.118097 1.118097 6.919052 0.000000 1.958628 4.335156 0.548744 0.548744 0.000000 0.521914 12
6.206846 448.960350 231.696565 1.118097 1.118097 4.309965 0.000000 1.440268 3.083176 0.465584 0.465584 0.000000 0.559590 12
4.544103 422.403085 265.658522 1.118097 1.118097 5.080817 0.000000 1.445412 3.017728 0.656634 0.656634 0.000000 0.392572 12
8.318618 317.054913 306.932801 1.118097 1.118097 5.652270 0.000000 2.337696 5.227247 0.398926 0.398926 0.000000 0.617239 12
8.510516 317.106959 307.049505 1.118097 1.118097 5.506858 0.000000 1.679846 3.507179 0.387346 0.387346 0.000000 0.615026 12
4.613213 64.108211 369.389269 1.118097 1.118097 5.865566 0.000000 1.611032 3.489071 0.687653 0.687653 0.000000 0.389973 12
11.963721 427.431672 433.593693 1.118097 1.118097 5.360694 0.000000 2.879839 6.374132 0.287465 0.287465 0.000000 0.690233 12
12.202802 145.697640 463.012488 1.118097 1.118097 5.693291 0.000000 3.078563 6.741864 0.288462 0.288462 0.000000 0.727595 12
10.035197 155.716041 467.363608 1.118097 1.118097 6.559408 0.000000 2.878367 6.233786 0.358037 0.358037 0.000000 0.680262 12
7.489065 498.874919 0.761145 1.118097 1.118097 6.187296 0.000000 2.304924 4.934139 0.452932 0.452932 0.000000 0.508625 13
5.877557 498.325332 5.753065 1.118097 1.118097 6.352109 0.000000 1.971505 4.269760 0.569330 0.569330 0.000000 0.429097 13
5.915189 147.280818 75.094349 1.118097 1.118097 5.691425 0.000000 1.650055 3.573586 0.541329 0.541329 0.000000 0.457184 13
3.894956 8.914430 218.374494 1.118097 1.118097 7.005376 0.000000 1.472053 3.291611 0.869547 0.869547 0.000000 0.328221 13
3.990753 425.100286 265.494398 1.118097 1.118097 5.495968 0.000000 1.576434 3.489222 0.764849 0.764849 0.000000 0.373257 13
7.225341 316.568608 307.287085 1.118097 1.118097 5.403204 0.000000 1.776009 3.707947 0.443761 0.443761 0.000000 0.551476 13
5.783178 65.815871 370.149157 1.118097 1.118097 6.018998 0.000000 2.164825 4.840696 0.565169 0.565169 0.000000 0.480503 13
11.462965 427.426851 434.315542 1.118097 1.118097 5.503586 0.000000 3.064474 6.852373 0.300491 0.300491 0.000000 0.758031 13
7.354610 145.531447 462.849677 1.118097 1.118097 5.653297 0.000000 1.941776 4.252371 0.444490 0.444490 0.000000 0.573728 13
7.321324 145.543444 462.827581 1.118097 1.118097 5.660056 0.000000 2.139771 4.580598 0.446480 0.446480 0.000000 0.578253 13
