#the number of emitters: 10492
#amplitude(photoelectrons), x0(pixels), y0(pixels), simga_x(pixels), sigma_y(pixels), background(photoelectrons), z_position(pixels), quality, CNR, localization_precision_x(pixels), localization_precision_y(pixels), localization_precision_z(pixels), correlation_coefficient, frame
6.783605 168.575053 285.950088 1.118097 1.118097 5.836361 0.000000 1.749632 3.745428 0.483510 0.483510 0.000000 0.482079 1
5.247725 114.763689 352.247735 1.118097 1.118097 5.289459 0.000000 1.422836 3.045859 0.585617 0.585617 0.000000 0.535088 1
10.953134 334.377459 393.553954 1.118097 1.118097 6.159942 0.000000 3.278412 7.179522 0.324622 0.324622 0.000000 0.686375 1
5.645373 268.794412 414.042263 1.118097 1.118097 4.828647 0.000000 1.520540 3.131957 0.528797 0.528797 0.000000 0.521178 1
30.246493 157.824656 389.379350 1.118097 1.118097 7.489555 0.000000 7.541735 16.863831 0.151937 0.151937 0.000000 0.866624 1
4.776309 484.952905 401.956335 1.118097 1.118097 5.091884 0.000000 1.448913 3.173030 0.628031 0.628031 0.000000 0.466357 1
5.833768 304.736808 442.826246 1.118097 1.118097 5.046918 0.000000 1.489462 3.225782 0.522521 0.522521 0.000000 0.509595 1
6.311246 40.731129 431.122274 1.118097 1.118097 5.734244 0.000000 2.089360 4.671951 0.512197 0.512197 0.000000 0.518279 1
12.710813 8.313187 487.182527 1.118097 1.118097 4.851691 0.000000 2.784199 6.225659 0.264979 0.264979 0.000000 0.809872 1
8.298293 161.600278 464.277635 1.118097 1.118097 6.307477 0.000000 2.269098 5.073858 0.416660 0.416660 0.000000 0.625983 1
5.673040 133.450112 462.265512 1.118097 1.118097 5.628911 0.000000 1.713598 3.623818 0.559659 0.559659 0.000000 0.467511 1
8.632200 507.444665 1.409173 1.118097 1.118097 9.756299 0.000000 1.879746 4.160562 0.478545 0.478545 0.000000 0.465500 2
9.764639 492.151600 6.810298 1.118097 1.118097 6.629496 0.000000 2.283836 5.001460 0.368096 0.368096 0.000000 0.622679 2
5.545096 497.225716 8.544856 1.118097 1.118097 7.628313 0.000000 1.670379 3.697157 0.648556 0.648556 0.000000 0.387400 2
8.764963 508.947453 1.555634 1.118097 1.118097 10.299735 0.000000 2.345307 4.615539 0.482653 0.482653 0.000000 0.443858 2
5.674460 417.231045 22.598334 1.118097 1.118097 5.056019 0.000000 1.439074 3.116655 0.536006 0.536006 0.000000 0.521837 2
7.631442 61.252486 61.516946 1.118097 1.118097 5.482974 0.000000 1.975938 3.951876 0.425294 0.425294 0.000000 0.554842 2
7.379688 61.218060 61.618250 1.118097 1.118097 5.628569 0.000000 1.836947 3.783682 0.442413 0.442413 0.000000 0.495468 2
5.585647 345.224921 74.622626 1.118097 1.118097 5.222856 0.000000 1.595838 3.494787 0.550719 0.550719 0.000000 0.475288 2
7.184241 136.807753 59.978506 1.118097 1.118097 6.743759 0.000000 2.075550 4.593947 0.486353 0.486353 0.000000 0.607291 2
8.707435 138.197350 72.365196 1.118097 1.118097 8.453777 0.000000 2.513671 5.443950 0.447789 0.447789 0.000000 0.478700 2
5.232479 40.278754 89.430882 1.118097 1.118097 5.531154 0.000000 1.654174 3.541082 0.597953 0.597953 0.000000 0.424038 2
13.327281 7.975536 91.698732 1.118097 1.118097 6.287972 0.000000 3.910402 8.743925 0.277058 0.277058 0.000000 0.719872 2
6.387037 145.799231 78.340671 1.118097 1.118097 7.783660 0.000000 1.997951 4.422193 0.574077 0.574077 0.000000 0.521819 2
6.872150 148.144527 125.308406 1.118097 1.118097 7.031762 0.000000 2.175722 4.865062 0.514880 0.514880 0.000000 0.530733 2
11.767144 505.461635 142.125798 1.118097 1.118097 5.316931 0.000000 2.738160 6.122713 0.290655 0.290655 0.000000 0.746179 2
4.527104 70.680024 150.983972 1.118097 1.118097 6.575997 0.000000 1.465951 3.210342 0.734722 0.734722 0.000000 0.394458 2
24.457883 219.128632 160.957358 1.118097 1.118097 7.783661 0.000000 5.405685 11.964747 0.180920 0.180920 0.000000 0.840792 2
10.034292 456.886470 168.102024 1.118097 1.118097 6.153785 0.000000 2.714996 6.070916 0.349821 0.349821 0.000000 0.669095 2
4.969107 190.650964 177.567711 1.118097 1.118097 7.692474 0.000000 1.905304 4.078674 0.720856 0.720856 0.000000 0.364913 2
6.852275 185.112703 183.108479 1.118097 1.118097 5.800995 0.000000 1.559526 3.166686 0.478043 0.478043 0.000000 0.515650 2
6.937780 409.555101 234.555938 1.118097 1.118097 6.834166 0.000000 2.466888 5.516129 0.504604 0.504604 0.000000 0.552771 2
5.616653 321.880913 222.114748 1.118097 1.118097 4.992544 0.000000 1.496661 3.277595 0.538247 0.538247 0.000000 0.546816 2
10.596283 445.928098 218.961677 1.118097 1.118097 5.453845 0.000000 2.713246 6.067003 0.320011 0.320011 0.000000 0.694141 2
12.248292 14.273322 223.411353 1.118097 1.118097 8.407554 0.000000 3.729471 8.339350 0.330009 0.330009 0.000000 0.699290 2
11.003361 470.886781 207.790963 1.118097 1.118097 5.333498 0.000000 2.730672 6.043971 0.307688 0.307688 0.000000 0.756419 2
8.569376 106.307245 286.293980 1.118097 1.118097 5.023385 0.000000 1.969156 4.312332 0.372448 0.372448 0.000000 0.661482 2
9.814382 424.761259 281.924834 1.118097 1.118097 5.272580 0.000000 2.689822 6.014626 0.337479 0.337479 0.000000 0.695313 2
4.060876 419.856592 260.265289 1.118097 1.118097 6.190287 0.000000 1.443179 3.194281 0.792087 0.792087 0.000000 0.341702 2
5.775865 133.244791 321.265333 1.118097 1.118097 5.337468 0.000000 1.475730 3.159089 0.539033 0.539033 0.000000 0.508954 2
6.549263 375.839785 342.164007 1.118097 1.118097 5.178163 0.000000 1.649415 3.650756 0.476159 0.476159 0.000000 0.561045 2
6.601756 409.584039 331.571503 1.118097 1.118097 4.652762 0.000000 1.759741 3.573230 0.453962 0.453962 0.000000 0.578185 2
30.952791 157.984486 389.476711 1.118097 1.118097 7.104552 0.000000 7.713365 17.247608 0.147348 0.147348 0.000000 0.883932 2
14.461249 333.765454 393.451116 1.118097 1.118097 5.861573 0.000000 4.197444 9.192144 0.253144 0.253144 0.000000 0.792240 2
5.451832 206.384504 419.726857 1.118097 1.118097 6.176458 0.000000 1.443309 3.089686 0.602754 0.602754 0.000000 0.457379 2
5.446504 206.094392 419.913209 1.118097 1.118097 6.274458 0.000000 1.927153 4.265491 0.607246 0.607246 0.000000 0.438807 2
6.912735 432.839380 448.773386 1.118097 1.118097 5.616136 0.000000 1.916498 4.241908 0.468371 0.468371 0.000000 0.510668 2
7.824897 161.391049 465.069795 1.118097 1.118097 5.535608 0.000000 1.807807 4.001335 0.417564 0.417564 0.000000 0.635914 2
7.167738 7.159447 487.793797 1.118097 1.118097 5.051929 0.000000 1.916187 4.052242 0.435679 0.435679 0.000000 0.527959 2
6.637052 7.083436 487.776076 1.118097 1.118097 5.332177 0.000000 2.063208 4.518299 0.475931 0.475931 0.000000 0.487144 2
4.241500 134.579285 461.105296 1.118097 1.118097 6.033345 0.000000 1.491628 3.266575 0.752247 0.752247 0.000000 0.378672 2
6.132170 149.960454 460.631251 1.118097 1.118097 7.628646 0.000000 2.712831 6.004481 0.590978 0.590978 0.000000 0.470893 2
8.058489 507.730440 1.205043 1.118097 1.118097 9.694782 0.000000 2.155324 4.667865 0.508332 0.508332 0.000000 0.431694 3
8.058489 507.730439 1.205036 1.118097 1.118097 9.694783 0.000000 2.208523 4.670458 0.508332 0.508332 0.000000 0.431694 3
9.763041 492.326711 6.908428 1.118097 1.118097 5.994568 0.000000 1.752941 3.659785 0.354800 0.354800 0.000000 0.639938 3
6.647218 497.826979 8.930962 1.118097 1.118097 7.288578 0.000000 1.809981 3.827644 0.538552 0.538552 0.000000 0.469297 3
5.299899 334.494450 41.757204 1.118097 1.118097 5.152215 0.000000 1.879027 4.069478 0.574265 0.574265 0.000000 0.442681 3
6.738033 136.632251 59.734813 1.118097 1.118097 6.266919 0.000000 1.824080 3.950477 0.500352 0.500352 0.000000 0.554039 3
8.064354 61.404352 60.391608 1.118097 1.118097 5.110797 0.000000 2.054114 4.546502 0.394901 0.394901 0.000000 0.581671 3
4.948068 140.100159 77.840968 1.118097 1.118097 8.518464 0.000000 1.871050 4.141315 0.756731 0.756731 0.000000 0.355598 3
8.975865 138.086407 72.905220 1.118097 1.118097 7.231183 0.000000 2.205704 4.882026 0.409694 0.409694 0.000000 0.588096 3
7.380232 138.134322 72.912009 1.118097 1.118097 8.054102 0.000000 1.808633 3.871731 0.510112 0.510112 0.000000 0.520311 3
12.436573 7.924572 91.823965 1.118097 1.118097 5.978058 0.000000 3.594420 7.871560 0.288604 0.288604 0.000000 0.712790 3
4.881210 397.933329 99.252685 1.118097 1.118097 4.999711 0.000000 1.470249 3.109197 0.611181 0.611181 0.000000 0.432423 3
4.995701 195.983724 134.199931 1.118097 1.118097 6.210437 0.000000 1.619620 3.467112 0.654562 0.654562 0.000000 0.373811 3
5.831471 509.520856 105.031177 1.118097 1.118097 4.556247 0.000000 1.544805 3.306956 0.502312 0.502312 0.000000 0.551611 3
7.847692 146.763031 126.648061 1.118097 1.118097 6.278145 0.000000 2.018999 4.468779 0.436967 0.436967 0.000000 0.572340 3
9.109073 505.537648 142.004115 1.118097 1.118097 5.311631 0.000000 2.505373 5.545302 0.360566 0.360566 0.000000 0.737097 3
4.672012 183.460960 185.505676 1.118097 1.118097 6.563638 0.000000 1.506512 3.224982 0.712940 0.712940 0.000000 0.349580 3
8.801848 227.228815 157.297182 1.118097 1.118097 6.494668 0.000000 2.126431 4.656753 0.400021 0.400021 0.000000 0.610548 3
7.444186 201.337646 166.415725 1.118097 1.118097 6.821473 0.000000 1.921304 4.161039 0.473214 0.473214 0.000000 0.537448 3
7.383839 201.289295 166.425156 1.118097 1.118097 6.857572 0.000000 1.892409 4.001958 0.477693 0.477693 0.000000 0.541536 3
3.884752 190.859813 176.446598 1.118097 1.118097 7.030713 0.000000 1.518161 3.360242 0.873093 0.873093 0.000000 0.339243 3
19.592306 218.875843 160.693981 1.118097 1.118097 7.155812 0.000000 4.867502 10.541729 0.210559 0.210559 0.000000 0.819753 3
5.402365 445.914678 158.767677 1.118097 1.118097 5.554861 0.000000 1.518650 3.170633 0.581865 0.581865 0.000000 0.429685 3
7.767453 96.386844 153.674215 1.118097 1.118097 5.984812 0.000000 2.319278 4.964867 0.432910 0.432910 0.000000 0.562073 3
7.311186 13.651584 222.960798 1.118097 1.118097 8.242120 0.000000 2.662286 5.892607 0.519432 0.519432 0.000000 0.490281 3
3.592943 42.866959 217.647039 1.118097 1.118097 6.268598 0.000000 1.521540 3.257154 0.893278 0.893278 0.000000 0.303545 3
5.695574 409.098875 235.058161 1.118097 1.118097 6.274791 0.000000 1.711758 3.707217 0.582944 0.582944 0.000000 0.402570 3
9.010598 424.165070 281.927787 1.118097 1.118097 4.951886 0.000000 2.299432 5.035616 0.355014 0.355014 0.000000 0.624205 3
5.943238 69.844445 261.853812 1.118097 1.118097 5.206715 0.000000 1.758966 3.809457 0.520258 0.520258 0.000000 0.509554 3
8.147842 106.704795 286.257039 1.118097 1.118097 5.403345 0.000000 2.181366 4.828156 0.399472 0.399472 0.000000 0.688833 3
10.079313 68.793168 318.583182 1.118097 1.118097 5.608343 0.000000 2.922931 6.535873 0.337130 0.337130 0.000000 0.696974 3
7.690087 134.180317 321.424186 1.118097 1.118097 5.342922 0.000000 1.814480 3.737407 0.418369 0.418369 0.000000 0.563471 3
36.143527 157.537748 389.198627 1.118097 1.118097 7.767223 0.000000 9.456845 21.146147 0.134191 0.134191 0.000000 0.875223 3
11.872734 333.712436 393.583103 1.118097 1.118097 6.137386 0.000000 3.278494 7.018256 0.302771 0.302771 0.000000 0.703077 3
4.660252 486.785723 401.523535 1.118097 1.118097 4.605890 0.000000 1.490130 3.151242 0.616507 0.616507 0.000000 0.471382 3
